,Way_Id,Nod_ref,Tags
155,10501845,"['77756920', '1700835304', '1717758327', '185927275']","{'name': 'Plaza de San Isidro', 'highway': 'residential', 'oneway': 'yes'}"
156,11529955,"['102781556', '102781574', '102781590']","{'name': 'Calle José Manuel Baena Martín', 'highway': 'residential'}"
157,11529956,"['102781590', '1432796076', '1432796087', '1513972027', '102781595', '1513972026', '1513972024', '1432796074', '1432796088', '1513972022', '1684907803', '1432796080', '1432796083', '1432796072', '102781606', '1432796077', '1513972019', '1432796082', '1432796078', '1432796086', '102781590']","{'highway': 'secondary', 'junction': 'roundabout'}"
158,11529960,"['102781698', '1597489815', '1597489818', '77735557', '1514377016']","{'name': 'Calle Joaquina Eguaras', 'highway': 'tertiary', 'oneway': 'yes'}"
159,11529961,"['33400019', '1893807593', '33400023', '484570719', '1249564154', '33400024']","{'name': 'Calle Periodista Eugenio Selles', 'highway': 'tertiary', 'oneway': 'yes'}"
160,11529964,"['1589444624', '2203481818', '2203481799', '2203481775', '33400029']","{'name': 'Calle Periodista Eugenio Selles', 'highway': 'tertiary', 'oneway': 'yes'}"
161,11540858,"['102896021', '21293622']","{'name': 'Calle Goya', 'highway': 'residential', 'oneway': 'yes'}"
162,11540859,"['102896013', '554809995', '102896021', '102896019']","{'name': 'Calle Pintor Rodríguez Acosta', 'highway': 'residential', 'oneway': 'yes'}"
163,11540871,"['246212403', '267033681', '102896019', '1756667053', '102896028', '553324941']","{'name': 'Calle Melchor Almagro', 'highway': 'tertiary', 'oneway': 'yes'}"
164,11540872,"['246212418', '582465068', '102896041', '102896055', '102896063', '102896047', '102896065']","{'name': 'Calle Sol', 'highway': 'residential', 'oneway': 'yes'}"
165,11554925,"['103028657', '1828460931']","{'name': 'Calle Almenillas', 'highway': 'residential', 'oneway': 'yes'}"
166,13854789,"['129953048', '1018276495', '1018276456', '1018276660', '1018276619', '129953077', '1018276512', '1018276434', '1018276680', '129953083', '1018276596', '1018276634', '1018276769', '1018276477', '1018276557', '1018276453', '1018276441', '1018276650', '1018276481', '1018276612', '1018276423', '1018276689']","{'source:date': '2008', 'highway': 'secondary', 'source': 'PNOA', 'oneway': 'yes'}"
167,13855132,"['89225945', '129956766', '1480176121', '1198251455', '1205894356', '129956808', '1205894630', '1205894599', '1962253697', '1732810197', '1280067836', '129956810', '1280067430', '1280067113', '1280067271']","{'highway': 'tertiary', 'ref': 'GR-3305'}"
168,13855141,"['129956889', '1670708411', '1375756116', '1212066149', '129956891', '1212066857', '1212066815', '1670708409', '1670708408', '1212066219', '1212067175', '1212066620', '1670708406', '129956913', '1212066631', '1212067160', '1212066201', '1212067121', '129956918', '1212067513', '1212066873']",{'highway': 'unclassified'}
169,13855142,"['2377846930', '2377846933', '129956957', '1212067496', '129956956']","{'highway': 'residential', 'oneway': 'yes'}"
170,13855146,"['129956956', '1241121203', '129956959', '1212066915', '1212067061', '1212067584', '1212067578', '1198086581']",{'highway': 'residential'}
171,13855695,"['2723311552', '129963148']","{'name': 'Avenida Alcalde Francisco García Lara', 'highway': 'tertiary', 'oneway': 'no'}"
172,13855696,"['129963149', '1428865208', '3066245062', '129963150', '1428865161']","{'maxspeed': '20', 'name': 'Juan Ramón Jiménez', 'highway': 'residential', 'surface': 'asphalt', 'oneway': 'yes'}"
173,13855697,"['1428846560', '1428846553']","{'layer': '1', 'name': 'Avenida de Andalucía', 'highway': 'residential', 'lanes': '2', 'bridge': 'yes'}"
174,13855699,"['129963152', '129963153', '1428865187', '1428868051', '129963154']","{'name': 'Pueblo Árabe', 'highway': 'residential', 'oneway': 'yes'}"
175,13855700,"['1428865239', '1428865252', '1428865189', '1428865250', '1428865251', '1428865310', '1428865140']",{'highway': 'residential'}
176,13855703,"['129963211', '129963243', '129963248', '1429134492', '1429134461', '129963253', '1429134397', '349906566', '349906531', '1428884129']",{'highway': 'unclassified'}
177,16735952,"['82773653', '1513971977', '1513971989', '1513971999', '1513972002']","{'name': 'Calle Pedro Machuca', 'highway': 'secondary', 'oneway': 'yes'}"
178,17960075,"['185927132', '332740929', '61366599', '1721817243', '185927197']","{'name': 'Calle Garcia Morato', 'highway': 'residential', 'oneway': 'yes'}"
179,17960085,"['185927242', '1033186294', '185927251']","{'source:date': '2008', 'highway': 'tertiary', 'source': 'PNOA', 'oneway': 'yes'}"
180,17960086,"['83078583', '1033185569', '185927235']","{'source:date': '2008', 'highway': 'tertiary', 'source': 'PNOA', 'oneway': 'yes'}"
181,17960088,"['49937448', '332743668', '1700835357', '1700835326', '185927334', '332742633', '185927275']","{'name': 'Calle Cristo de la Yedra', 'highway': 'residential', 'source': 'PNOA', 'source:date': '2008', 'oneway': 'yes'}"
182,17960090,"['185927284', '1203472672', '185927288', '1700835242', '185927300', '185927303', '185927309']","{'name': 'Calle Hornillo de Cartuja', 'highway': 'residential', 'oneway': 'yes'}"
183,17960092,"['185927311', '185927288']","{'name': 'Calle Nueva de Cartuja', 'highway': 'residential', 'oneway': 'yes'}"
184,17960096,"['1381638412', '185927347', '185927472', '185927461', '185927322', '185927365', '1700835306', '185927373', '185927416']","{'name': 'Calle Agua de Cartuja', 'highway': 'residential', 'oneway': 'yes'}"
185,17960098,"['319091558', '319091557', '185927311', '185927449', '185927438', '1700835235', '185927427']","{'name': 'Calle Parra Alta de Cartuja', 'highway': 'residential', 'oneway': 'yes'}"
186,17960105,"['185927438', '185927472']","{'name': 'Placeta de la Cruz', 'highway': 'residential', 'oneway': 'yes'}"
187,19796529,"['1143760832', '206269571', '206269555', '206269550', '206269551', '206269543']","{'name': 'Carril de San Miguel', 'highway': 'residential'}"
188,19796939,"['61372948', '263361170', '263361108', '1654418361', '484680268', '206274697', '290972594', '206274683', '263468820', '290972558']","{'name': 'Calle Fajalauza', 'highway': 'secondary', 'ref': 'A-4002R'}"
189,19796941,"['206275124', '3745513611', '206275127', '1457599307', '1456990167', '206274997', '1457599346', '1457599348', '1457599355', '1457599360', '1457599362', '1457599363', '1457599364', '206275009', '1457599371', '1457599384', '206275028', '1457599390', '206275035', '1457599394', '1457599396', '206275048', '1457599400', '1457599416', '1457599424', '1457599426', '206275060', '1457599428', '1457599429', '206275067', '1457599431', '1457599432', '1457599433', '1457599434', '1457599435', '206275080', '206274951', '1457599441', '206274887', '206274962', '206274957', '1457599452', '1457599451', '206274973', '1457599439', '206274967', '206274986', '1457599443', '206274978', '1457599462', '1457599472', '206274829', '1457599474', '1457601941', '206274821', '1651477306', '1457601942', '1457601943', '1457601944', '206274837', '1457601945', '1457605799', '1457601946', '206274835', '1651477432', '1457601947', '1457601949', '1457601951', '1651449237', '206274851', '1457601953', '1457601954', '1457601957', '1457601959', '206274840', '1457605835', '206274873', '1457605843', '1457605844', '206274861', '1457605871', '1457605884', '206274813', '1457605896', '1457605899', '1421791857', '1421791875']","{'name': 'Carretera de Murcia (Fargue)', 'motor_vehicle': 'yes', 'ref': 'A-4002', 'maxspeed': '80', 'highway': 'secondary', 'surface': 'asphalt'}"
190,22764947,"['244395902', '283254739', '283254740', '304495807', '283254742', '304495808', '244395912']","{'maxspeed': '60', 'lit': 'yes', 'ref': 'A-395', 'name': 'Ronda Sur', 'layer': '-1', 'highway': 'motorway', 'tunnel': 'yes', 'lanes': '2', 'oneway': 'yes'}"
191,22764949,"['21293539', '1072845563', '1072845566', '244395918', '1072845585', '244395915', '1072845570', '244395919', '1072845542', '244395916', '1072845560', '244395920', '1072845544', '21293443', '2203669736', '1072845586', '21293545', '1072845569', '21293539']","{'highway': 'residential', 'junction': 'roundabout'}"
192,22764953,"['1072845547', '244395927', '244395928', '244395929', '244395930', '244395931', '244395932', '1759437451', '244395933', '244395934', '244395935', '1759437452', '244395936', '244395937', '244395938', '244395939', '244395941', '244395942', '244395943', '244395944', '244395945', '244395946', '244395947', '244395948', '244395949', '244395950', '244395951', '2360978385', '2073235517', '244395952', '2360978394', '244395953', '2360978402', '244395954', '244395955', '2360978407', '2360978410', '2360978417', '2360978418', '244395963', '2360978419', '2360978415', '244519797', '2360978408', '244395964', '2360978412', '2360978420', '2360978422', '244395965', '2360978427', '2360978431', '244395966', '2360978434', '244395967', '244395968', '2360978438', '2360978435', '2360978436', '2360978439', '244395969', '244395970', '244395971', '244395972', '244395973', '244395974', '244395975', '244395976', '244395977', '244395978', '244395979', '244395980', '244395982', '2073157718', '244395983', '244395984', '244395985', '244395986', '244395987', '244395988', '244395989', '244395990', '244395991', '244395992', '244395993', '244395994', '900947478', '244395995', '1583008890', '1583008926', '1583008968']","{'surface': 'unpaved', 'highway': 'unclassified', 'bicycle': 'yes', 'tracktype': 'grade2', 'foot': 'yes'}"
193,22776972,"['49937569', '564936261', '244521036']","{'highway': 'motorway_link', 'source': 'Yahoo! aerial imagery', 'oneway': 'yes'}"
194,22776975,"['1893742631', '1893742643', '1025640013', '1588250417', '1016435614']","{'name': 'Calle Joaquina Eguaras', 'highway': 'tertiary', 'lanes': '2', 'oneway': 'yes'}"
195,22776976,"['1893742598', '1893742603', '1588249278', '1588249279', '1428170826', '1644654401', '1588236439']","{'name': 'Calle Casería Aguirre', 'highway': 'tertiary', 'lanes': '2', 'oneway': 'yes'}"
196,22776978,"['102781595', '311670606', '77735526', '1600943277', '1684907830']","{'name': 'Calle Pedro Machuca', 'highway': 'secondary'}"
197,22888893,"['1388471472', '1388471476', '1388471478', '246212378', '1502984298', '1502984299', '246212366', '246212368', '246212365', '1502984305', '246212363', '80041765']","{'name': 'Camino de Purchil', 'highway': 'unclassified'}"
198,22888895,"['102896000', '1734272172', '246212401']","{'name': 'Calle Martínez de la Rosa', 'highway': 'residential', 'oneway': 'yes'}"
199,22888898,"['246212409', '246212410', '246212412', '246212413']","{'name': 'Calle Pintor Velázquez', 'highway': 'residential', 'oneway': 'yes'}"
200,22889010,"['246212415', '304216975', '304215091', '267341188', '267340819']","{'name': 'Calle Carril del Picón', 'highway': 'tertiary', 'oneway': 'yes'}"
201,22889011,"['267340819', '2216066630', '2216066629', '265079858', '1381655135', '290969205', '266216495', '1668655096', '1668655085', '266329041', '1668655082', '1381642651', '3579594943', '267275043', '3579594941', '1381642660', '267490179']","{'name': 'Calle Obispo Hurtado', 'highway': 'tertiary', 'oneway': 'yes'}"
202,23472794,"['254187945', '254187946', '254187947', '254187948', '254187945']","{'fee': 'yes', 'amenity': 'parking', 'name': 'P1'}"
203,23472799,"['254187987', '254187988', '254187989', '254187990', '254187987']","{'fee': 'yes', 'amenity': 'parking', 'name': 'P2'}"
204,23472802,"['254188016', '254188017', '254188018', '254188019', '254188016']","{'fee': 'yes', 'amenity': 'parking', 'name': 'P3'}"
205,23472806,"['254188046', '254188047', '254188048', '254188049', '254188050', '254188051', '254188046']",{'amenity': 'parking'}
206,23472853,"['2068135850', '2833599892', '254188404', '2068135843']",{'highway': 'footway'}
207,23472864,"['254188527', '2068135826', '254188528', '254188529', '254188530', '254188829', '254188527']",{}
208,23472876,"['49953310', '2833578907']","{'highway': 'steps', 'incline': 'up'}"
209,23970710,"['471057306', '1449415357', '1812348719', '2206736959', '2206736957', '2206736955', '1812348716', '83301272']","{'highway': 'tertiary', 'ref': 'GR-3211', 'oneway': 'yes'}"
210,23970712,"['259852483', '1644116803', '259852484', '1644116809', '790501574', '259852481', '259852482', '1422539427', '1422539399', '1422539419', '259852487', '259852488', '881028991']","{'maxspeed': '80', 'highway': 'motorway_link', 'lanes': '2', 'oneway': 'yes'}"
211,23970741,"['21478833', '1132216897', '259853304', '1132216896', '1132216898', '259853303', '288583882', '259853298', '2208825648', '259853297', '288583880', '259853300', '2208825653', '2208825655', '2208825657', '288583875', '259853311', '259853310', '259853313', '259853312', '288574052', '259853307', '259853306', '259853309', '288573914', '259853308', '288576765', '259853320', '259853322', '259853318', '288542213', '259853319', '259853316', '288543405', '259853317', '259853314']","{'name': 'Autovía de Sierra Nevada', 'ref': 'A-44', 'lanes': '2', 'int_ref': 'E 902', 'highway': 'motorway', 'oneway': 'yes'}"
212,24221135,"['297886338', '1820004949', '971785143', '971785154', '1040226521', '1040226342']","{'name': 'Carretera de Córdoba', 'highway': 'trunk', 'ref': 'N-432', 'oneway': 'yes'}"
213,24292287,"['263473135', '263475595', '1028894936', '263473137', '1654412673', '290972547', '263039292', '290972604', '290972615', '1028895558', '1028894110', '290972596']","{'name': 'Calle Bidasoa', 'highway': 'living_street', 'oneway': 'yes'}"
214,24292293,"['263039430', '1028893596', '1028893116', '290972622', '1028895735', '290972602', '1028892956', '263039429']","{'name': 'Calle Marina', 'highway': 'living_street', 'oneway': 'yes'}"
215,24292314,"['290972595', '1028894353', '290972629', '1028894619', '290972637']","{'name': 'Calle León', 'highway': 'living_street', 'oneway': 'yes'}"
216,24292414,"['290972547', '1028893176', '263039429', '290972549', '290972555']","{'name': 'Calle Palmera', 'highway': 'living_street', 'oneway': 'yes'}"
217,24292746,"['484640013', '290972600', '290972602', '290972604']","{'source:date': '2008', 'highway': 'living_street', 'source': 'PNOA', 'noname': 'yes', 'oneway': 'yes'}"
218,24292874,"['263045983', '2201901103', '263045984', '2201901199', '263045985', '2201901238', '2201901255', '263045986', '2201901311', '263045987', '2201901368', '263045988', '2201901395', '263045989', '2201901541', '2201901561', '263045990', '2201901620', '263045991', '2201901674', '2201901714', '2201901730', '263045992', '263045993', '2201901781', '263045994', '2201901793', '263045995', '2201901799', '263045996', '2201901797', '263045997', '2201901789', '263045998', '2201901775', '263045999', '263046000', '2201901734', '263046001', '2201901704', '263046002', '2201901649', '263046003', '2201901572', '263046004', '2201901557', '263046005', '2201901559', '263046006', '264286087', '263046008', '2201901643', '263046009', '2201901686', '2201901692', '263046010', '2201901718', '263046011', '263046013', '2201901616', '2201901614', '263046014', '2201901651', '2201901658', '263046015', '2201901690', '2201901720', '263046016', '2201901735', '2201901741', '263046019', '2201901744', '263046020', '2201901746', '263046021', '263046022', '2201901748', '263046024', '263046025', '263046026', '2201901785', '263046027', '263046028', '2201901813', '2201901815', '263046029', '2201901818', '263046030', '2201901814', '263046031', '2201901811', '263046032', '2201901807', '2201901809', '263046033', '263046034', '263046036', '2201901820', '2201901822', '263046932', '263046933', '2201901828', '263046934', '2201901826', '263046935', '263046936', '263046937', '2201901824', '263046938', '263046939', '263046940', '263046941', '263046943', '263047056', '263047057', '2201901875', '263046947', '263046948', '263046949', '263046950', '2201901892', '263046951', '2201901894', '263047058', '263046953', '263046954', '2201901890', '263047472', '2201901888', '263047473', '263047475', '2201901885', '263047477', '2201901877', '263047478']","{'name': 'Carretera de Murcia', 'highway': 'secondary', 'ref': 'A-4002'}"
